fecha,producto_id,cantidad,total_venta
2024-02-04,P007,1,277
2024-12-07,P031,18,8829
2024-09-29,P073,7,114
2024-12-20,P085,18,3937
2024-09-11,P027,20,7121
2024-07-24,P055,13,205
2024-12-06,P083,12,4654
2024-06-07,P020,8,3006
2024-04-09,P059,10,929
2024-06-24,P029,10,1352
2024-06-26,P008,14,6503
2024-06-25,P053,7,1358
2024-06-16,P003,16,5884
2024-08-12,P045,20,7638
2024-10-12,P005,18,6830
2024-07-11,P069,4,1705
2024-01-19,P024,10,2576
2024-08-16,P008,11,1025
2024-11-21,P061,2,607
2024-12-06,P083,15,695
2024-01-10,P018,4,445
2024-04-06,P092,18,4868
2024-12-07,P057,16,3064
2024-04-14,P093,19,3603
2024-10-07,P005,3,106
2024-03-25,P062,9,1748
2024-04-05,P022,18,4253
2024-11-06,P061,9,409
2024-06-16,P060,5,1328
2024-11-26,P090,5,1805
2024-05-16,P095,14,6251
2024-04-25,P004,5,841
2024-04-26,P006,3,726
2024-02-17,P047,17,4009
2024-09-07,P090,5,2363
2024-12-05,P028,1,318
2024-08-31,P089,3,203
2024-09-11,P032,19,4203
2024-09-25,P081,4,118
2024-10-20,P007,5,2247
2024-10-06,P058,19,4651
2024-12-19,P009,5,951
2024-03-24,P019,17,876
2024-04-27,P050,17,5092
2024-11-14,P082,10,3807
2024-08-29,P058,1,381
2024-05-25,P090,2,421
2024-04-23,P034,20,3833
2024-09-04,P016,8,3625
2024-12-28,P060,14,177
2024-10-13,P053,7,2204
2024-02-21,P002,9,787
2024-03-08,P093,6,2415
2024-08-21,P040,1,294
2024-11-18,P048,19,3469
2024-05-21,P066,13,2323
2024-07-29,P042,19,5483
2024-03-16,P030,8,3969
2024-03-22,P065,12,3816
2024-07-15,P099,11,4290
2024-12-24,P063,10,4343
2024-06-26,P011,19,8868
2024-06-26,P080,14,5249
2024-05-15,P027,12,2957
2024-12-24,P003,18,5005
2024-08-23,P077,8,1979
2024-11-25,P075,10,1518
2024-01-09,P040,1,224
2024-03-23,P094,14,2118
2024-01-03,P029,1,299
2024-06-26,P044,12,658
2024-02-21,P020,11,4248
2024-05-08,P026,7,2942
2024-02-17,P001,19,6958
2024-12-05,P099,9,3885
2024-05-21,P061,12,4117
2024-08-02,P038,3,1200
2024-09-10,P033,3,586
2024-01-22,P025,5,2139
2024-11-06,P033,12,3562
2024-02-29,P096,18,741
2024-02-26,P025,20,3951
2024-08-10,P095,8,868
2024-02-12,P010,19,8039
2024-07-29,P018,19,3198
2024-11-06,P090,18,7928
2024-03-31,P079,11,1181
2024-10-23,P022,4,436
2024-12-17,P094,19,2915
2024-11-14,P021,13,1753
2024-10-19,P003,17,8114
2024-10-21,P063,16,6772
2024-10-19,P066,11,5427
2024-10-21,P022,3,977
2024-02-22,P055,6,2869
2024-01-12,P041,6,1226
2024-12-15,P040,11,2278
2024-04-28,P028,5,774
2024-02-01,P032,16,5739
2024-07-31,P032,17,4784
2024-01-02,P049,2,617
2024-07-04,P033,20,3859
2024-06-10,P037,13,828
2024-05-31,P088,10,3747
2024-02-06,P058,1,155
2024-02-05,P064,10,104
2024-07-04,P061,17,4237
2024-11-12,P095,10,4954
2024-07-13,P027,17,5734
2024-07-30,P064,4,1263
2024-10-17,P035,18,3948
2024-07-19,P061,5,208
2024-02-09,P056,3,1493
2024-06-04,P073,16,7856
2024-06-15,P083,14,357
2024-10-24,P069,3,966
2024-12-14,P018,15,4754
2024-10-13,P092,5,198
2024-12-21,P091,7,1898
2024-01-30,P085,8,1350
2024-01-18,P043,5,2048
2024-05-17,P076,16,6043
2024-04-04,P056,16,2439
2024-02-21,P028,17,4657
2024-07-31,P045,15,1452
2024-05-17,P024,19,3687
2024-12-11,P098,10,3726
2024-05-11,P064,20,3947
2024-01-23,P044,8,3230
2024-02-19,P038,16,7819
2024-01-31,P098,8,2776
2024-12-29,P068,10,4715
2024-04-26,P013,10,1798
2024-07-25,P041,8,2442
2024-08-01,P027,3,523
2024-01-20,P081,20,8801
2024-08-12,P051,4,448
2024-10-15,P015,11,4211
2024-07-15,P084,7,265
2024-11-10,P049,8,1297
2024-04-22,P021,1,347
2024-10-09,P097,6,873
2024-12-11,P037,17,587
2024-01-19,P001,18,3386
2024-01-14,P098,4,1093
2024-01-15,P013,1,444
2024-05-11,P083,7,422
2024-07-29,P084,2,456
2024-03-04,P049,16,5508
2024-04-25,P045,14,442
2024-09-20,P008,6,1052
2024-10-23,P011,3,336
2024-12-28,P074,5,568
2024-01-18,P006,16,2379
2024-04-05,P045,17,6047
2024-07-02,P095,5,979
2024-04-04,P063,10,4014
2024-01-28,P031,11,4766
2024-12-23,P014,15,6473
2024-12-24,P003,13,5692
2024-12-27,P024,9,2630
2024-02-14,P038,10,2348
2024-03-16,P082,2,943
2024-03-12,P090,16,3828
2024-07-16,P038,19,373
2024-08-28,P017,11,2032
2024-05-30,P065,4,813
2024-10-22,P014,17,6821
2024-05-28,P043,4,1516
2024-07-12,P011,18,4809
2024-02-26,P008,19,385
2024-11-11,P065,16,1345
2024-07-11,P037,3,1083
2024-08-14,P050,20,3770
2024-11-17,P051,18,3758
2024-09-09,P067,14,5705
2024-08-26,P075,13,6360
2024-10-31,P075,3,803
2024-06-17,P044,17,6942
2024-06-27,P061,16,1550
2024-03-05,P012,17,3473
2024-11-04,P013,17,5189
2024-12-10,P050,14,3206
2024-11-19,P024,12,3554
2024-11-14,P046,20,3507
2024-07-08,P093,6,1891
2024-12-29,P038,17,6723
2024-08-25,P016,12,3442
2024-05-06,P079,16,2572
2024-12-24,P081,16,1182
2024-06-10,P080,4,1222
2024-10-20,P056,18,6288
2024-10-08,P033,5,269
2024-05-28,P008,10,2661
2024-12-19,P061,12,1663
2024-12-09,P070,5,734
2024-08-14,P073,14,6843
2024-04-20,P013,6,321
2024-09-27,P021,8,3258
2024-12-25,P042,19,545
2024-01-31,P026,9,946
2024-07-07,P047,14,6659
2024-02-14,P008,3,1180
2024-12-15,P065,7,513
2024-10-09,P096,18,6878
2024-08-05,P068,14,4320
2024-11-27,P064,19,2671
2024-09-15,P024,18,3947
2024-11-04,P054,7,2723
2024-06-01,P062,17,1945
2024-10-10,P086,20,1096
2024-07-14,P091,16,4615
2024-02-20,P069,13,5004
2024-02-08,P008,18,2777
2024-09-29,P092,18,1496
2024-05-05,P063,20,2141
2024-09-30,P054,6,1121
2024-01-03,P052,2,281
2024-10-07,P054,17,5993
2024-03-01,P057,5,1212
2024-06-22,P068,12,2018
2024-03-16,P035,18,6197
2024-04-23,P058,13,4930
2024-07-24,P039,3,116
2024-03-29,P037,8,1366
2024-12-16,P052,17,7960
2024-05-20,P004,17,4952
2024-11-28,P052,7,1206
2024-11-26,P050,13,1671
2024-06-16,P091,1,252
2024-11-06,P049,11,1258
2024-01-22,P075,19,1523
2024-03-18,P057,15,7240
2024-11-07,P024,13,3741
2024-07-10,P008,10,958
2024-10-08,P059,19,7429
2024-07-01,P016,10,2827
2024-12-12,P092,11,3662
2024-05-23,P066,19,993
2024-11-05,P046,15,2399
2024-02-13,P081,8,1880
2024-08-10,P047,2,645
2024-02-14,P036,10,3318
2024-02-05,P021,19,2290
2024-08-24,P082,1,275
2024-05-03,P082,13,1937
2024-09-07,P032,5,1394
2024-09-23,P018,5,845
2024-01-11,P029,9,2513
2024-02-19,P069,9,2165
2024-10-23,P100,10,3786
2024-02-07,P096,18,7232
2024-03-01,P029,12,4060
2024-02-15,P067,4,673
2024-11-14,P055,13,4003
2024-03-04,P068,8,1764
2024-05-02,P098,6,2806
2024-10-28,P054,15,6750
2024-10-15,P097,17,3430
2024-12-10,P094,12,5918
2024-10-18,P058,16,4600
2024-08-13,P010,3,399
2024-02-19,P005,4,1600
2024-08-24,P046,18,833
2024-12-06,P090,1,364
2024-09-24,P088,10,2377
2024-07-09,P062,11,1805
2024-05-12,P080,14,4693
2024-12-10,P029,6,1529
2024-11-02,P069,9,664
2024-12-01,P069,7,3351
2024-01-16,P004,14,921
2024-06-03,P090,16,213
2024-11-20,P014,6,2640
2024-12-13,P022,12,5972
2024-01-07,P029,15,5323
2024-10-18,P004,17,3486
2024-06-07,P074,6,808
2024-07-08,P059,17,5355
2024-01-07,P046,1,313
2024-04-27,P087,20,6948
2024-06-06,P065,17,2093
2024-04-27,P070,6,2809
2024-05-21,P080,14,1856
2024-10-20,P078,7,1926
2024-10-11,P007,3,529
2024-07-13,P013,16,2209
2024-03-20,P024,3,68
2024-02-19,P036,4,433
2024-09-21,******,12,460
2024-11-27,P008,17,3725
2024-05-12,P081,8,2007
2024-02-18,P026,3,1195
2024-05-22,P016,4,411
2024-05-15,P049,10,534
2024-04-29,P044,19,5006
2024-05-09,P004,18,2216
2024-08-17,P021,11,3920
2024-02-10,P058,17,5772
2024-08-24,P046,14,660
2024-07-13,P037,4,148
2024-10-25,P100,3,389
2024-03-02,P091,1,386
2024-10-31,P071,16,7238
2024-09-05,P044,15,2988
2024-11-10,P084,11,2993
2024-02-14,P073,16,5933
2024-03-02,P044,3,668
2024-12-27,P034,2,333
2024-12-06,P043,12,1829
2024-01-11,P063,1,475
2024-03-09,P091,15,4359
2024-11-14,P090,15,680
2024-07-19,P079,12,3696
2024-04-22,P031,7,2905
2024-06-16,P094,9,851
2024-10-13,P100,16,3474
2024-09-07,******,9,3288
2024-12-19,P062,9,3220
2024-02-03,P085,18,7143
2024-05-29,P027,5,1907
2024-07-20,P083,14,1480
2024-09-27,P047,20,3900
2024-02-02,P085,1,200
2024-02-29,P011,6,1932
2024-07-08,P037,12,2994
2024-04-07,P091,19,8505
2024-01-22,P017,14,2376
2024-04-29,P052,9,1794
2024-05-02,P009,1,421
2024-12-21,P021,15,4075
2024-07-19,P019,15,5015
2024-01-17,P008,14,1842
2024-09-15,******,8,2935
2024-02-10,P029,1,71
2024-06-28,P073,5,1747
2024-10-03,P060,4,468
2024-10-18,P030,5,1253
2024-12-29,P065,16,374
2024-08-01,P093,3,689
2024-01-18,P088,13,3934
2024-01-15,P037,4,1337
2024-12-21,P052,6,1653
2024-03-27,P067,14,1389
2024-12-22,P005,3,1130
2024-02-27,P063,1,340
2024-09-15,P030,1,333
2024-01-15,P088,9,3283
2024-02-05,P061,11,4690
2024-02-09,P015,16,2232
2024-07-26,P008,18,6073
2024-01-05,P095,20,4867
2024-07-30,P038,12,402
2024-11-17,P040,14,1736
2024-05-14,P038,16,3853
2024-03-28,P010,9,1372
2024-04-14,P024,16,1876
2024-08-16,P031,9,201
2024-09-22,P098,16,5505
2024-04-16,P005,15,1561
2024-11-25,P086,14,6202
2024-05-08,P075,16,6119
2024-08-03,P038,3,440
2024-11-04,P092,15,5428
2024-11-27,P050,9,2809
2024-04-03,P084,16,1203
2024-08-19,P054,15,4181
2024-03-31,P096,1,414
2024-04-06,P015,14,6292
2024-07-22,P021,13,5981
2024-11-17,P083,12,5793
2024-06-21,P030,19,3565
2024-03-04,P090,11,1137
2024-08-31,P022,3,913
2024-10-13,P030,7,318
2024-04-20,P029,8,3007
2024-11-04,P014,11,934
2024-07-10,P100,15,2075
2024-03-29,P084,18,2155
2024-03-07,P055,11,3253
2024-09-21,P057,5,1744
2024-05-26,P020,4,1597
2024-11-09,P100,7,1844
2024-11-04,P075,13,4024
2024-11-12,P027,3,1408
2024-08-23,P072,1,499
2024-09-03,P009,3,813
2024-10-07,P040,17,4669
2024-07-21,P006,11,704
2024-09-28,P062,10,4725
2024-10-13,P015,4,1433
2024-09-19,P014,5,332
2024-05-12,P033,13,1172
2024-07-22,P059,20,2309
2024-11-03,P097,15,3996
2024-06-08,P067,2,491
2024-10-14,P081,12,3073
2024-02-15,P008,6,579
2024-06-24,P034,13,5656
2024-07-14,P080,15,2432
2024-10-16,P069,6,508
2024-05-03,P044,10,2510
2024-02-26,P021,14,5314
2024-05-04,P080,7,353
2024-02-12,P087,6,491
2024-10-09,P010,2,404
2024-10-15,P064,16,3777
2024-07-11,P029,17,190
2024-12-23,P062,13,6242
2024-05-22,P026,18,3450
2024-04-18,P046,5,2416
2024-05-12,P055,15,1260
2024-05-10,P055,18,5117
2024-06-29,P045,5,1259
2024-09-29,P059,20,3128
2024-12-14,P022,12,5816
2024-03-21,P022,17,611
2024-08-09,P055,9,4401
2024-05-03,P010,12,4050
2024-05-06,P034,5,2134
2024-10-24,P008,11,1515
2024-06-17,P008,19,848
2024-11-21,P006,1,336
2024-09-21,P029,4,1807
2024-10-02,P098,10,4258
2024-07-17,P059,12,4007
2024-11-08,P094,9,4287
2024-02-08,P059,9,428
2024-09-25,P002,14,5494
2024-02-04,P059,14,4681
2024-01-30,P063,1,329
2024-12-23,P046,5,2173
2024-08-07,P018,2,86
2024-02-08,P030,14,6468
2024-04-19,P006,11,3986
2024-10-21,P004,5,705
2024-12-30,P082,7,2955
2024-05-15,P062,17,2401
2024-01-26,P078,13,5558
2024-08-04,P067,12,1843
2024-06-05,P062,12,5708
2024-06-18,P019,13,1963
2024-01-14,P098,8,3037
2024-05-05,P018,14,193
2024-02-27,P074,11,882
2024-03-28,P057,12,5609
2024-09-22,P038,4,1272
2024-01-21,P025,17,1425
2024-04-29,P096,7,682
2024-01-08,P019,7,1947
2024-04-29,P003,15,3231
2024-03-01,P097,7,303
2024-11-15,P078,12,5848
2024-11-10,P083,10,3642
2024-04-11,P025,7,1926
2024-01-12,P061,9,1722
2024-04-20,P040,12,5679
2024-07-31,P069,7,1782
2024-03-02,P042,15,6586
2024-07-08,P045,15,5401
2024-06-28,P057,13,3540
2024-10-23,P078,4,1684
2024-03-02,P002,8,274
2024-11-29,P066,7,1642
2024-01-12,P027,17,2892
2024-06-13,P043,4,611
2024-10-07,P079,2,778
2024-07-08,P100,8,3627
2024-11-28,P061,11,5186
2024-12-27,P077,1,393
2024-07-28,P032,14,1472
2024-08-12,P020,13,3692
2024-09-17,P011,6,984
2024-09-09,P097,15,6141
2024-07-07,P080,3,614
2024-10-18,P066,13,2120
2024-01-22,P014,4,957
2024-09-23,P060,5,531
2024-04-25,P020,15,3356
2024-12-15,P020,5,1228
2024-07-22,P042,2,785
2024-05-07,P014,17,2637
2024-09-09,P060,15,2193
2024-11-25,P037,8,522
2024-10-17,P017,7,1443
2024-02-18,P067,17,5312
2024-08-26,P015,13,2356
2024-12-10,P070,14,417
2024-07-28,P078,10,1983
2024-01-17,P007,8,1109
2024-06-02,P051,3,1042
2024-09-11,P092,9,304
2024-04-27,P029,7,2649
2024-02-24,P033,13,2901
2024-06-03,P047,5,87
2024-09-04,P060,8,1499
2024-05-15,P075,18,6532
2024-02-20,P093,6,215
2024-02-07,P013,20,6792
2024-02-24,P003,8,3943
2024-04-12,P041,8,2588
2024-09-09,P099,5,1375
2024-12-10,P032,9,4237
2024-05-10,P003,9,3265
2024-08-15,P091,7,1973
2024-11-08,P033,8,3690
2024-03-02,P042,8,458
2024-03-17,P014,15,1329
2024-09-23,P099,11,2263
2024-04-02,P085,13,6493
2024-12-02,P076,3,1065
2024-01-23,P095,2,386
2024-08-24,P002,17,604
2024-04-07,P050,12,5882
2024-12-13,P029,13,848
2024-11-16,P100,19,4977
2024-07-31,P014,13,2249
2024-11-06,P050,19,7497
2024-09-13,P005,6,2082
2024-05-18,P019,5,318
2024-01-19,P092,7,841
2024-02-05,P007,6,1607
2024-09-07,P036,20,4148
2024-07-06,P035,4,389
2024-08-08,P084,4,744
2024-06-23,P001,20,3468
2024-09-17,P078,5,322
2024-10-05,P018,12,1416
2024-04-12,P009,16,1801
2024-06-06,P053,5,2178
2024-05-13,P083,13,1161
2024-10-22,P093,3,983
2024-06-02,P016,17,3097
2024-03-01,P050,9,3965
2024-07-02,P037,16,1485
2024-02-16,P014,1,280
2024-06-03,P066,19,8725
2024-05-17,P089,8,3637
2024-04-22,P009,11,716
2024-03-02,P035,14,1126
2024-10-07,P033,18,5476
2024-05-18,P016,20,6563
2024-11-25,P033,15,6012
2024-11-19,P063,19,4893
2024-12-23,P006,8,1272
2024-08-29,P004,6,460
2024-04-07,P084,3,95
2024-09-24,P075,9,3221
2024-11-27,P019,14,2968
2024-04-15,P040,15,6545
2024-05-04,P021,5,1130
2024-09-18,P056,20,6858
2024-02-29,P050,7,960
2024-05-12,P031,1,66
2024-04-21,P034,9,1986
2024-11-02,P015,14,2813
2024-12-11,P069,7,2373
2024-02-26,P057,9,3749
2024-03-29,P004,3,932
2024-06-04,P040,9,4343
2024-01-14,P063,1,345
2024-11-02,P010,16,2787
2024-06-13,P004,8,2156
2024-02-25,P004,8,3127
2024-11-25,P042,8,3334
2024-02-05,P094,7,572
2024-07-21,P089,9,2183
2024-11-06,P002,4,1585
2024-05-09,P086,15,5067
2024-05-08,P049,9,3924
2024-09-29,P093,13,6239
2024-11-22,P005,11,5264
2024-07-06,P003,9,92
2024-07-05,P007,9,1805
2024-10-08,P049,7,1939
2024-05-15,P077,9,2947
2024-04-14,P021,7,814
2024-05-01,P099,15,7087
2024-05-20,P004,17,387
2024-09-11,P058,10,2798
2024-03-09,P072,6,867
2024-07-21,P013,13,5389
2024-11-18,P069,16,2430
2024-07-29,P061,12,691
2024-05-30,P027,10,810
2024-08-23,P094,1,329
2024-12-27,P030,6,2819
2024-09-20,P074,5,1925
2024-02-02,P052,14,2911
2024-03-28,P055,4,332
2024-08-22,P091,11,2701
2024-03-15,P035,13,1277
2024-09-05,P019,14,3032
2024-07-09,P057,15,5041
2024-03-12,P060,8,3971
2024-01-11,P011,11,4543
2024-06-30,P044,14,1854
2024-04-02,P039,4,1369
2024-12-01,P027,20,9876
2024-10-30,P100,16,1317
2024-09-19,P051,8,1939
2024-04-10,P003,17,5053
2024-07-21,P030,4,1997
2024-06-23,P082,6,2946
2024-04-14,P080,6,1320
2024-03-30,P090,3,808
2024-06-06,P100,9,646
2024-11-05,P007,19,7097
2024-04-07,P030,15,1569
2024-07-06,P048,5,657
2024-10-20,P002,13,2398
2024-02-17,P066,15,4155
2024-01-25,P014,14,386
2024-02-14,P077,12,264
2024-09-05,P062,17,2445
2024-03-23,P100,6,411
2024-09-29,P032,2,831
2024-12-21,P057,20,2534
2024-11-08,P006,1,327
2024-07-17,P056,1,143
2024-02-02,P002,16,3410
2024-02-13,P026,18,3883
2024-12-30,P096,18,4640
2024-10-13,P086,9,640
2024-07-17,P027,12,800
2024-03-28,P087,3,1353
2024-06-30,P015,6,1680
2024-06-24,P093,20,463
2024-09-17,P018,19,3350
2024-09-29,P021,11,1668
2024-01-15,P049,4,1670
2024-06-01,P005,9,4362
2024-05-24,P037,6,1171
2024-01-16,P016,16,7063
2024-02-23,P042,10,1596
2024-03-03,P003,19,4390
2024-01-09,P003,20,6071
2024-06-22,P038,13,1498
2024-08-06,P034,6,2104
2024-08-10,P099,12,2537
2024-07-31,P069,7,563
2024-03-15,P048,13,1749
2024-12-06,P100,13,2829
2024-01-21,P070,15,3075
2024-11-21,P061,11,2508
2024-02-03,P033,13,5498
2024-08-27,P041,6,1282
2024-03-18,P022,8,2558
2024-01-17,P053,9,2991
2024-07-21,P036,13,866
2024-12-16,P065,1,125
2024-01-06,P001,16,1989
2024-05-21,P098,11,465
2024-08-19,P015,4,77
2024-12-15,P002,17,6070
2024-07-06,P009,17,295
2024-08-09,P039,5,1143
2024-01-18,P086,7,1266
2024-03-16,P087,1,467
2024-05-06,P093,19,7675
2024-01-02,P007,19,6730
2024-01-18,P011,4,242
2024-01-01,P017,7,2194
2024-10-16,P048,2,164
2024-08-23,P073,3,437
2024-03-25,P059,8,2718
2024-10-19,P029,13,2873
2024-12-28,P009,2,712
2024-03-18,P035,7,2485
2024-04-29,P005,15,1050
2024-11-11,P067,20,2892
2024-09-25,P037,5,324
2024-07-16,P057,9,3556
2024-02-24,P006,12,3890
2024-06-29,P017,5,183
2024-12-05,P022,18,589
2024-05-21,P082,20,5379
2024-12-30,P084,5,1083
2024-06-28,P090,18,7528
2024-01-30,P054,1,453
2024-11-13,P025,14,2799
2024-10-31,P075,13,4723
2024-07-27,P018,3,1168
2024-04-26,P057,1,41
2024-12-01,P026,15,5094
2024-11-13,P017,20,3336
2024-10-14,P073,6,640
2024-01-03,P001,20,4735
2024-09-05,P019,6,1906
2024-05-10,P076,16,5904
2024-11-29,P049,10,887
2024-02-27,P018,19,8039
2024-02-06,P027,5,1387
2024-08-12,P042,4,1096
2024-02-12,P063,18,892
2024-05-22,P016,13,4612
2024-05-27,P073,7,1289
2024-07-29,P069,2,455
2024-02-29,P015,5,2095
2024-12-22,P077,13,2133
2024-03-09,P061,9,4202
2024-11-09,P085,6,2726
2024-04-15,P065,12,941
2024-09-10,P069,3,675
2024-09-05,P092,7,2132
2024-01-05,P047,7,1060
2024-03-31,P073,7,1279
2024-04-07,P031,1,22
2024-11-09,P045,14,6363
2024-01-14,P022,2,573
2024-02-21,P010,20,8676
2024-11-26,P047,2,145
2024-07-07,P035,20,7071
2024-02-11,P064,15,6363
2024-08-06,P047,19,5873
2024-08-07,P045,13,823
2024-10-13,P036,6,2924
2024-07-18,P081,14,6308
2024-01-25,P027,3,1356
2024-03-24,P087,10,2425
2024-12-24,P055,17,7544
2024-10-21,P098,6,1100
2024-12-25,P054,3,1192
2024-11-25,P048,17,2694
2024-10-21,P051,5,2292
2024-03-12,P058,4,1384
2024-04-11,P083,13,5728
2024-07-26,P091,17,3011
2024-11-29,P027,11,2161
2024-08-24,P007,3,835
2024-07-21,P056,4,1902
2024-08-20,P063,14,2816
2024-04-13,P071,15,4546
2024-10-08,P028,11,4148
2024-03-29,P026,20,1882
2024-04-15,P099,13,5859
2024-03-13,P021,6,1993
2024-11-10,P019,2,422
2024-05-20,P050,1,383
2024-01-13,P087,19,7372
2024-09-12,P056,1,253
2024-11-04,P073,6,493
2024-07-14,P084,1,93
2024-01-13,P034,15,3458
2024-02-27,P004,13,5571
2024-07-27,P024,5,727
2024-07-22,P050,8,1393
2024-10-24,P031,19,4897
2024-09-21,P082,19,1388
2024-02-27,P016,12,3951
2024-07-17,P080,4,963
2024-08-19,P084,13,5860
2024-05-10,P087,15,6712
2024-08-09,P087,11,2777
2024-08-22,P023,4,990
2024-10-25,P080,4,174
2024-02-28,P035,2,858
2024-04-04,P018,9,4256
2024-12-11,P067,12,457
2024-10-11,P083,17,5768
2024-06-08,P047,5,809
2024-05-12,P004,7,1217
2024-06-28,P053,4,1018
2024-09-12,P053,20,2580
2024-05-21,P014,1,97
2024-06-21,P012,4,1467
2024-03-08,P021,7,1824
2024-06-29,P096,9,1033
2024-06-13,P031,18,1368
2024-03-10,P037,8,2406
2024-04-28,P073,11,4879
2024-08-21,P062,12,2421
2024-03-19,P091,9,3067
2024-04-04,P010,9,2595
2024-10-02,P078,2,770
2024-03-15,P086,11,2711
2024-10-07,P095,15,3813
2024-11-21,P064,20,4907
2024-07-14,P038,10,3728
2024-03-10,P059,18,8090
2024-05-01,P034,16,5076
2024-10-30,P014,1,165
2024-12-11,P002,8,1190
2024-04-07,P069,6,1911
2024-04-01,P058,9,4176
2024-11-14,P073,1,363
2024-02-06,P093,5,584
2024-10-23,P045,1,125
2024-01-13,P011,6,2583
2024-01-26,P003,13,2483
2024-06-01,P049,3,1295
2024-05-21,P083,20,7897
2024-11-02,P026,17,3286
2024-04-18,P079,19,1929
2024-05-20,P094,5,134
2024-07-10,P037,10,4696
2024-10-19,P007,3,1386
2024-08-04,P042,16,2175
2024-07-12,P005,8,1610
2024-07-04,P092,5,1665
2024-01-20,P060,7,2643
2024-08-22,P065,6,800
2024-10-07,P060,15,1017
2024-01-04,P023,16,3172
2024-05-09,P025,3,444
2024-01-17,P082,6,1240
2024-05-11,P070,11,3479
2024-07-10,P022,6,1934
2024-03-18,P072,15,5460
2024-06-14,P054,13,4253
2024-08-20,P068,1,366
2024-07-25,P096,6,2565
2024-08-27,P012,19,6550
2024-11-29,P085,9,1718
2024-08-06,P008,1,189
2024-01-03,P072,11,2995
2024-05-10,P095,7,3429
2024-04-20,P089,13,5953
2024-12-03,P033,9,3992
2024-01-03,P056,7,1206
2024-08-26,P002,19,2740
2024-07-01,P035,13,6473
2024-12-10,P055,20,8228
2024-08-05,P077,16,3469
2024-09-23,P089,18,1003
2024-05-19,P024,16,2728
2024-06-04,P016,6,668
2024-06-14,P065,13,5760
2024-08-11,P021,2,798
2024-03-25,P073,10,4188
2024-10-20,P034,3,347
2024-01-10,P004,1,194
2024-06-20,P015,10,2258
2024-12-12,P014,3,1437
2024-11-30,P095,2,357
2024-11-24,P087,3,848
2024-12-05,P068,10,1439
2024-11-18,P063,1,31
2024-04-22,P045,18,5552
2024-12-10,P065,16,5314
2024-10-22,P098,12,5177
2024-12-30,P050,3,806
2024-12-02,P055,10,4576
2024-04-30,P042,1,182
2024-09-11,P037,17,5605
2024-05-31,P031,8,3244
2024-06-02,P038,7,1038
2024-03-05,P081,8,3716
2024-07-13,P032,13,558
2024-08-18,P054,12,3544
2024-10-19,P050,19,5777
2024-05-15,P006,13,3617
2024-06-02,P006,10,439
2024-01-28,P044,8,1965
2024-12-20,P077,14,2074
2024-10-28,P072,4,1154
2024-02-26,P041,10,2234
2024-03-23,P050,6,2292
2024-06-07,P018,1,130
2024-06-04,P022,16,3357
2024-09-19,P086,4,1547
2024-10-01,P058,18,8270
2024-04-17,P020,2,541
2024-10-13,P060,17,4953
2024-05-19,P063,17,2080
2024-11-29,P015,7,3175
2024-07-30,P031,6,1966
2024-11-23,P009,14,2067
2024-04-17,P055,7,1556
2024-06-12,P093,2,181
2024-02-07,P098,20,6165
2024-01-09,P061,4,213
2024-07-19,P089,17,3342
2024-01-04,P040,10,4874
2024-10-02,P027,1,499
2024-02-17,P021,19,3458
2024-02-13,P074,17,7315
2024-09-08,P023,15,1693
2024-05-16,P028,16,1318
2024-02-26,P054,11,3429
2024-12-16,P089,5,1379
2024-07-29,P030,16,6361
2024-07-25,P035,9,702
2024-11-08,P098,7,1270
2024-02-21,P086,3,1396
2024-07-11,P030,4,807
2024-02-25,P030,6,2309
2024-05-25,P004,8,2702
2024-06-10,P046,13,1044
2024-12-21,P062,6,2071
2024-03-04,P012,8,1728
2024-03-27,P100,9,259
2024-02-19,P045,11,4199
2024-11-26,P056,7,308
2024-12-26,P099,5,1378
2024-01-21,P036,4,138
2024-06-21,P007,13,1110
2024-04-27,P041,7,3086
2024-08-01,P030,20,9244
2024-10-10,P043,4,902
2024-10-29,P043,16,2868
2024-08-06,P016,11,2410
2024-05-10,P049,17,7993
2024-01-18,P090,12,5420
2024-02-21,P001,2,235
2024-07-10,P026,15,3994
2024-02-05,P096,15,3578
2024-01-31,P099,6,2863
2024-10-12,P083,6,1282
2024-04-19,P062,1,22
2024-04-11,P025,13,1316
2024-08-20,P074,10,2885
2024-11-05,P091,7,788
2024-09-29,P012,2,462
2024-10-22,P032,5,412
2024-01-24,P041,8,1872
2024-10-24,P076,11,3212
2024-08-22,P050,10,923
2024-07-27,P043,14,5756
2024-10-14,P062,9,1413
2024-01-03,P001,1,445
2024-11-08,P093,15,2446
2024-07-01,P016,14,614
2024-03-05,P068,16,4221
2024-11-17,P065,1,436
2024-04-28,P070,18,7717
2024-05-17,P018,5,2097
2024-03-07,P021,1,312
2024-12-23,P075,10,3289
2024-12-22,P050,8,2946
2024-01-03,P100,18,791
2024-05-29,P074,11,4776
2024-08-01,P076,10,4857
2024-04-03,P007,14,2854
2024-07-28,P006,14,3636
2024-08-29,P098,11,3038
2024-04-19,P093,4,1224
2024-09-22,P064,12,3935
2024-03-18,P054,15,475
2024-10-03,P023,16,5266
2024-05-06,P008,16,549
2024-08-20,P062,14,1012
2024-04-12,P068,9,364
2024-11-04,P029,19,4144
2024-05-27,P044,1,159
2024-06-28,P042,6,1562
2024-10-08,P091,18,7058
2024-07-04,P050,6,1577
2024-11-14,P024,17,253
2024-11-20,P076,2,507
